Captain Yashvin,Count Alexey Kirillovitch Vronsky,58
Captain Yashvin,Countess Vronsky,14
Captain Yashvin,Lieutenant Petritsky,10
Captain Yashvin,Alexey Alexandrovitch Karenin,4
Captain Yashvin,Varya,2
Captain Yashvin,Anna Arkadyevna Karenin,18
Captain Yashvin,Madame Karenina,2
Captain Yashvin,Princess Varvara,6
Captain Yashvin,Marya Nikolaevna,2
Captain Yashvin,Konstantin Dmitrievitch Levin,6
Captain Yashvin,Sergey Ivanovitch Koznishev,2
Captain Yashvin,Nikolay Levin,2
Captain Yashvin,Prince Stepan Arkadyevitch Oblonsky,4
Captain Yashvin,Princess Ekaterina Alexandrovna Shtcherbatsky,2
Captain Yashvin,Princess Darya Alexandrovna,2
Marya Nikolaevna,Nikolay Levin,24
Marya Nikolaevna,Konstantin Dmitrievitch Levin,46
Marya Nikolaevna,Agafea Mihalovna,2
Marya Nikolaevna,Princess Ekaterina Alexandrovna Shtcherbatsky,34
Marya Nikolaevna,Varvara Andreevna,4
Marya Nikolaevna,Alexey Alexandrovitch Karenin,2
Marya Nikolaevna,Prince Stepan Arkadyevitch Oblonsky,4
Marya Nikolaevna,Princess Darya Alexandrovna,4
Marya Nikolaevna,Countess Lidia Ivanovna,2
Marya Nikolaevna,Nikolay Ivanovitch Sviazhsky,2
Marya Nikolaevna,Count Alexey Kirillovitch Vronsky,10
Marya Nikolaevna,Countess Vronsky,2
Marya Nikolaevna,Captain Yashvin,2
Captain Kamerovsky,Baroness Shilton,2
Captain Kamerovsky,Count Alexey Kirillovitch Vronsky,6
Captain Kamerovsky,Lieutenant Petritsky,2
Agafea Mihalovna,Konstantin Dmitrievitch Levin,38
Agafea Mihalovna,Nikolay Levin,10
Agafea Mihalovna,Marya Nikolaevna,2
Agafea Mihalovna,Prince Stepan Arkadyevitch Oblonsky,10
Agafea Mihalovna,Sergey Ivanovitch Koznishev,6
Agafea Mihalovna,Princess Ekaterina Alexandrovna Shtcherbatsky,32
Agafea Mihalovna,Princess Darya Alexandrovna,6
Agafea Mihalovna,Varvara Andreevna,4
Agafea Mihalovna,Prince Alexander Shtcherbatsky,2
Agafea Mihalovna,Professor Katavasov,2
Anna Arkadyevna Karenin,Princess Darya Alexandrovna,224
Anna Arkadyevna Karenin,Alexey Alexandrovitch Karenin,188
Anna Arkadyevna Karenin,Prince Stepan Arkadyevitch Oblonsky,70
Anna Arkadyevna Karenin,Grisha,2
Anna Arkadyevna Karenin,Sergey,30
Anna Arkadyevna Karenin,Tanya,6
Anna Arkadyevna Karenin,Princess Ekaterina Alexandrovna Shtcherbatsky,76
Anna Arkadyevna Karenin,Count Alexey Kirillovitch Vronsky,286
Anna Arkadyevna Karenin,Countess Vronsky,54
Anna Arkadyevna Karenin,Konstantin Dmitrievitch Levin,36
Anna Arkadyevna Karenin,Yegorushka Korsunsky,18
Anna Arkadyevna Karenin,Countess Nordston,2
Anna Arkadyevna Karenin,Countess Lidia Ivanovna,30
Anna Arkadyevna Karenin,Princess Betsy Tverskoy,84
Anna Arkadyevna Karenin,Madame Karenina,20
Anna Arkadyevna Karenin,Baroness Shilton,2
Anna Arkadyevna Karenin,Captain Yashvin,18
Anna Arkadyevna Karenin,Varya,6
Anna Arkadyevna Karenin,Prince Alexander Shtcherbatsky,2
Anna Arkadyevna Karenin,Golenishtchev,36
Anna Arkadyevna Karenin,Mihailov,22
Anna Arkadyevna Karenin,Princess Varvara,30
Anna Arkadyevna Karenin,Vassenka Veslovsky,40
Anna Arkadyevna Karenin,Varvara Andreevna,2
Anna Arkadyevna Karenin,Princess Natalia,2
Anna Arkadyevna Karenin,Sergey Ivanovitch Koznishev,2
Anna Arkadyevna Karenin,Nikolay Ivanovitch Sviazhsky,24
Anna Arkadyevna Karenin,Anna Pavlovna,2
Anna Arkadyevna Karenin,Nikolay Levin,4
Nikolay Levin,Konstantin Dmitrievitch Levin,236
Nikolay Levin,Prince Stepan Arkadyevitch Oblonsky,52
Nikolay Levin,Princess Natalia,2
Nikolay Levin,Princess Ekaterina Alexandrovna Shtcherbatsky,84
Nikolay Levin,Prince Alexander Shtcherbatsky,12
Nikolay Levin,Mlle. Linon,2
Nikolay Levin,Princess Darya Alexandrovna,20
Nikolay Levin,Sergey Ivanovitch Koznishev,36
Nikolay Levin,Count Alexey Kirillovitch Vronsky,26
Nikolay Levin,Nikolay Ivanovitch Sviazhsky,30
Nikolay Levin,Marya Nikolaevna,24
Nikolay Levin,Kritsky,6
Nikolay Levin,Agafea Mihalovna,10
Nikolay Levin,Vassily Fedorovitch,2
Nikolay Levin,Madame Sviazhskaya,2
Nikolay Levin,Alexey Alexandrovitch Karenin,4
Nikolay Levin,Professor Katavasov,4
Nikolay Levin,Varvara Andreevna,2
Nikolay Levin,Vassenka Veslovsky,16
Nikolay Levin,Anna Arkadyevna Karenin,4
Nikolay Levin,Countess Vronsky,4
Nikolay Levin,Professor Metrov,10
Nikolay Levin,Captain Yashvin,2
Nikolay Levin,Mihailov,2
