,station,stress,latitude,longitude,geometry,covid_19_deaths_per_thousand
43,imperial-wharf,1718,51.4749389270134,-0.182837504741453,POINT (-0.182837504741453 51.4749389270134),0.974870017
44,clapham-junction,5152,51.4643667842754,-0.170315002226266,POINT (-0.170315002226266 51.4643667842754),0.101040719
45,highbury-and-islington,8084,51.5464955066651,-0.10408213986369699,POINT (-0.104082139863697 51.5464955066651),0.106575722
46,canonbury,4596,51.548188385177,-0.0925741958211209,POINT (-0.09257419582112091 51.548188385177),0.260235947
47,dalston-kingsland,4743,51.5486678182555,-0.0762269219509382,POINT (-0.07622692195093821 51.5486678182555),0.52295785
48,acton-town,11989,51.503071442963495,-0.28030270140601,POINT (-0.28030270140601 51.5030714429635),1.097560976
49,ealing-common,5666,51.5102486557265,-0.28715141790547805,POINT (-0.287151417905478 51.5102486557265),0.202702703
50,kilburn-park,3809,51.535135536904896,-0.193966057123936,POINT (-0.193966057123936 51.5351355369049),0.344589938
51,maida-vale,4601,51.5299950567181,-0.18543264693135394,POINT (-0.1854326469313539 51.5299950567181),0.177999288
52,warwick-avenue,5835,51.523104435131906,-0.18295329305572,POINT (-0.18295329305572 51.52310443513191),0.177999288
53,paddington,29734,51.5153937854761,-0.17573675205718,POINT (-0.17573675205718 51.5153937854761),0.481463649
54,edgware-road-circledistricthammersmith-and-city,6771,51.5199980431141,-0.16766825428113402,POINT (-0.167668254281134 51.5199980431141),0.41467966
55,baker-street,31471,51.5231296204391,-0.15690419441262,POINT (-0.15690419441262 51.5231296204391),0.400721298
56,great-portland-street,15331,51.5237887958946,-0.14396142528077602,POINT (-0.143961425280776 51.5237887958946),0.370988685
57,euston-square,15430,51.52866433052879,-0.133296471846732,POINT (-0.133296471846732 51.52866433052879),0.639386189
58,hackney-central,4347,51.5472574449828,-0.0555895119781322,POINT (-0.0555895119781322 51.5472574449828),0.368459838
59,headstone-lane,220,51.6024996261806,-0.356907514381109,POINT (-0.356907514381109 51.6024996261806),0.466853408
60,homerton,3965,51.546595446617204,-0.0385123471042932,POINT (-0.0385123471042932 51.5465954466172),0.521213385
61,north-wembley,927,51.56239629153811,-0.30394821929308,POINT (-0.30394821929308 51.56239629153811),0.402955003
62,south-kenton,610,51.5710444494788,-0.30814297729179496,POINT (-0.308142977291795 51.5710444494788),0.084545147
63,kenton,489,51.581496283816904,-0.31521686661349896,POINT (-0.315216866613499 51.5814962838169),0.74019245
64,kew-gardens,2565,51.4767891362521,-0.285381011417179,POINT (-0.285381011417179 51.4767891362521),0.30284676
65,gloucester-road,28748,51.4944995577167,-0.1835435595264769,POINT (-0.1835435595264769 51.4944995577167),0.579122629
66,south-kensington,32412,51.49407136558421,-0.17392302309209898,POINT (-0.173923023092099 51.49407136558421),0.291502696
67,sloane-square,15803,51.4923597642465,-0.156488857475889,POINT (-0.156488857475889 51.4923597642465),1.285347044
68,victoria,36336,51.4964239527317,-0.143920706325316,POINT (-0.143920706325316 51.4964239527317),0.539083558
69,st-jamess-park,15036,51.499609794430285,-0.133878755377767,POINT (-0.133878755377767 51.49960979443028),0.776020953
70,westminster,19131,51.501401591350096,-0.125002079249726,POINT (-0.125002079249726 51.5014015913501),0.776020953
71,waterloo,33990,51.5031466396974,-0.113259251998453,POINT (-0.113259251998453 51.5031466396974),0.0
72,southwark,6189,51.5038536204048,-0.105794939570331,POINT (-0.105794939570331 51.5038536204048),0.870430241
73,london-bridge,32187,51.5046743475629,-0.0860055981730393,POINT (-0.08600559817303929 51.5046743475629),1.031894934
74,richmond,1921,51.4632328858425,-0.30173913400666696,POINT (-0.301739134006667 51.4632328858425),0.612557427
75,hackney-wick,3667,51.543558406496,-0.0252595028052464,POINT (-0.0252595028052464 51.543558406496),0.521213385
76,stratford,24447,51.541692579361715,-0.00375164102765845,POINT (-0.00375164102765845 51.54169257936172),0.200248308
77,caledonian-road,21847,51.547885441027496,-0.118360861873635,POINT (-0.118360861873635 51.5478854410275),0.464792006
78,holloway-road,21096,51.5528161033705,-0.11293569695285,POINT (-0.11293569695285 51.5528161033705),0.144896037
79,arsenal,19855,51.5585413757193,-0.105499933602789,POINT (-0.105499933602789 51.5585413757193),0.095020905
80,finsbury-park,24046,51.5646354455769,-0.10588148617519001,POINT (-0.10588148617519 51.5646354455769),0.294290759
81,manor-house,14295,51.57074714022021,-0.0956849762588548,POINT (-0.0956849762588548 51.57074714022021),0.601232527
82,turnpike-lane,11796,51.59035813391561,-0.102805041186646,POINT (-0.102805041186646 51.59035813391561),1.110562685
83,walthamstow-central,3424,51.5830181133671,-0.0199405450269344,POINT (-0.0199405450269344 51.5830181133671),0.59686221
84,canning-town,5948,51.513870287242,0.00830563274393741,POINT (0.00830563274393741 51.513870287242),0.298018179
85,east-india,4007,51.5086840062894,-0.00237033154909731,POINT (-0.00237033154909731 51.5086840062894),0.154846702
86,blackwall,4058,51.5078315405334,-0.007235165880044379,POINT (-0.007235165880044379 51.5078315405334),0.154846702
87,poplar,5777,51.507588070486,-0.0172754933083506,POINT (-0.0172754933083506 51.507588070486),0.124533001
88,west-india-quay,3340,51.506762657667714,-0.0205824471509307,POINT (-0.0205824471509307 51.50676265766771),0.124533001
89,canary-wharf,16381,51.5035784043688,-0.0194668401596637,POINT (-0.0194668401596637 51.5035784043688),0.124533001
90,heron-quays,1263,51.503386568845904,-0.0219535320624432,POINT (-0.0219535320624432 51.5033865688459),0.124533001
91,south-quay,1057,51.5008636064987,-0.0184606926832228,POINT (-0.0184606926832228 51.5008636064987),0.124533001
92,crossharbour-and-london-arena,766,51.4958399792182,-0.0149328131018881,POINT (-0.0149328131018881 51.4958399792182),0.154846702
93,mudchute,782,51.491236185337705,-0.0149599448927628,POINT (-0.0149599448927628 51.4912361853377),0.74019245
94,island-gardens,635,51.48795008812039,-0.0104933031356475,POINT (-0.0104933031356475 51.48795008812039),0.74019245
95,cutty-sark-for-maritime-greenwich,479,51.481944467916,-0.0105818667291609,POINT (-0.0105818667291609 51.481944467916),0.084545147
96,greenwich,844,51.47754766423761,-0.0148630836142616,POINT (-0.0148630836142616 51.47754766423761),0.084545147
97,deptford-bridge,539,51.474476771881,-0.022052428800672996,POINT (-0.022052428800673 51.474476771881),0.618110642
98,elverson-road,345,51.468372189945406,-0.016816376211146,POINT (-0.016816376211146 51.46837218994541),0.55877628
99,lewisham,426,51.464880713235395,-0.0124327009058803,POINT (-0.0124327009058803 51.4648807132354),0.55877628
100,ladywell,42,51.4561921350751,-0.019244401145345,POINT (-0.019244401145345 51.4561921350751),0.950441276
101,catford-bridge,42,51.4446946250561,-0.0248218759437963,POINT (-0.0248218759437963 51.4446946250561),0.602228245
